,Unnamed: 0,song,songcode,artist,danceability,energy,acousticness
7208,7208,Worth It,4XiGKQqbmnMVxDzUj6j3f2,YK Osiris,0.764,0.528,0.468
7209,7209,Pimpin Ain't Eazy,5FxKZ4IajYIRDjAWAboiB4,Kodak Black,0.644,0.501,0.311
7210,7210,Act Up,4eIT2gZ0WZyJpgfmoD6saJ,City Girls,0.938,0.638,0.0171
7211,7211,Stay Flo,6GCIYIWUBSLontW6divqsw,Solange,0.823,0.558,0.397
7212,7212,Ok 4 Now,0k7Qyc2J6cUryNNhf0pPEL,Lil Skies,0.66,0.544,0.103
7213,7213,Year 3000,3OB5BAGCGtnEYHRh7B6UH9,Jonas Brothers,0.657,0.854,0.00503
7214,7214,Ella Quiere Beber - Remix,3f5lA8nnc4YYF1qf78WpHw,"Anuel AA, Romeo Santos",0.75,0.665,0.265
7215,7215,HP,31UjYv5vLsDkzchJOtUMtW,Maluma,0.837,0.791,0.252
7216,7216,Hipócrita,4CbANooTL2aTHzJZqQ0Uvk,"Anuel AA, Zion",0.79,0.858,0.303
7217,7217,Quiere Beber,0FDMH2ahuIVzCybwHJK9zh,Anuel AA,0.773,0.57,0.372
7218,7218,Déjate Querer,3mN2DtljBhnrIpc3Nu2pJ8,"Lalo Ebratt, Sebastian Yatra, Yera, Trapical Minds",0.755,0.792,0.028
7219,7219,Bloqueo,2VWKS0DtLjB6rP4iCue0nS,"Lele Pons, Fuego",0.891,0.72,0.1
7220,7220,Por Qué Te Fuiste,3xsy9cyy4k6glloiOWhQb0,Maricarmen Marin,0.713,0.665,0.417
7221,7221,Crush Blogueirinha,2eyW06Y1JXCJypNibu8wNA,Leo Santana,0.84,0.873,0.733
7222,7222,Abaixa Que É Tiro - Ao Vivo,78RKj8Df8tRGFukJglsvCR,Parangolé,0.731,0.598,0.689
7223,7223,É rave que fala né,69KvEkL28yjwoOtApmB6CL,"MC Hollywood, MC Kevinho",0.655,0.726,0.233
7224,7224,Nossa Que Isso (feat. Mc Rebecca & MC Rogê),49p8H214EdeK34rrqCXwi9,"WC no Beat, Djonga, Karol Conká",0.8,0.72,0.253
7225,7225,Bota pra Tremer,0ZHK2kaWTvSCRWkLflRFgF,PEDRO SAMPAIO,0.872,0.399,0.353
7226,7226,Teste da Mãozinha - Ao Vivo,3HdvjjrWBBwsEEcWjs3p1m,"Hugo & Guilherme, Henrique & Juliano",0.676,0.773,0.737
7227,7227,Cavalo de Troia,1RVY1Q6GRuiVunVxGaoyqp,Mc Kevin,0.89,0.54,0.215
7228,7228,Coração Balada,5SKJqKLR4Eaq04fiHxbABd,"Fernando & Sorocaba, Dilsinho",0.813,0.815,0.547
7229,7229,Woke Up Late (feat. Hailee Steinfeld),3qLBz3j26AHO2jBYUQWLA6,Drax Project,0.698,0.66,0.043
7230,7230,Party In The U.S.A.,3E7dfMvvCLUddWissuqMwr,Miley Cyrus,0.652,0.698,0.00112
7231,7231,La Entrevista,1F1t1LLSzX7F134EUkONE4,Cami,0.471,0.795,0.0125
7232,7232,Por Amar A Ciegas,2BrfJdTXohQRtWBKsBTIp0,Arcangel,0.564,0.684,0.0461
7233,7233,As Long as You Love Me,00WvmRXTkPBZNhhRK3xfdy,Backstreet Boys,0.775,0.816,0.164
7234,7234,Everybody (Backstreet's Back) - Radio Edit,1di1BEgJYzPvXUuinsYJGP,Backstreet Boys,0.731,0.853,0.0352
7235,7235,Pensando en Ti,33Xd0gRmLMzStrrWccKwuH,"Anuel AA, Wisin",0.805,0.833,0.37
7236,7236,Andamos De Pana - Remix,4wwnBngbXBTeMlauFJ3dAF,"Forest, Rigeo, Malito Malozo, Cangri",0.856,0.748,0.0494
7237,7237,Mírame,36dhj3CSJ2gsED35rBswno,"Nio Garcia, Rauw Alejandro, Lenny Tavárez",0.775,0.787,0.0613
7238,7238,Si Me Das Tu Amor,1O34fFJyV7djSqRtOuRSVh,"Carlos Vives, Wisin",0.707,0.88,0.0613
7239,7239,Brindemos,5P8TXlZCMwru6DaMsIbbO3,"Anuel AA, Ozuna",0.812,0.66,0.308
7240,7240,Nada Nuevo,7ICx8UXRmLzbLrORTVOM96,Christian Nodal,0.64,0.466,0.424
7241,7241,Los Papelitos,3p14WwmYgYjY5WxLH4a1aJ,Mr. Saik,0.681,0.651,0.154
7242,7242,Te Hace Daño,0peLQkGkCydx99ByiXam1W,"BARBEL, Kevin, Anyuri, Vyron, VITALI",0.484,0.815,0.273
7243,7243,"Lo Que Paso, Paso",3OhQfgzWYxOZ3tOOYpPvqP,Daddy Yankee,0.826,0.74,0.0972
7244,7244,Perdóname,35J2nr0F47saNaZfx2cwxd,"La Factoria, Eddy Lover",0.674,0.816,0.243
7245,7245,Ya No Más,3m2sJJKCZAbkq3AOQj12i2,Susan Ochoa,0.604,0.598,0.138
7246,7246,Abusadora,6Zdjh0uRQPt22BPckJgvEj,Wisin & Yandel,0.775,0.786,0.0419
7247,7247,Besos Mojados,0cpzO8YjhyR8JfLzfm5cOr,Wisin & Yandel,0.646,0.81,0.0959
7248,7248,Naturaleza,7nusMe2WRMNH3szeIOaAWD,Anuel AA,0.564,0.726,0.642
7249,7249,Robbery,6Hj9jySrnFppAI0sEMCZpJ,Juice WRLD,0.685,0.692,0.328
7250,7250,Fast,6MjNilJCVKJq0LfFvo5jWJ,Juice WRLD,0.623,0.608,0.426
7251,7251,Empty,41MCdlvXOl62B7Kv86Bb1v,Juice WRLD,0.745,0.561,0.0758
7252,7252,Hear Me Calling,13ZyrkCDmRz5xY3seuAWYk,Juice WRLD,0.699,0.687,0.308
7253,7253,Make Believe,6eiztdXRkooWsBt2xToMWI,Juice WRLD,0.465,0.84,0.125
7254,7254,Maze,4mUIe9gfsdtsVP2zFIl74x,Juice WRLD,0.674,0.726,0.126
7255,7255,My Bad,1DUSuNhF8P5vUGNPpQiZa5,Khalid,0.645,0.568,0.543
7256,7256,Here With Me,5icOoE6VgqFKohjWWNp0Ac,"Marshmello, CHVRCHES",0.791,0.565,0.0623
7257,7257,HeMotions,6phY2gnvf9WwCiXlLMQOY3,Juice WRLD,0.561,0.76,0.667
7258,7258,Flaws And Sins,2BSbCCbaSCzkOEZa6N5901,Juice WRLD,0.709,0.662,0.00966
7259,7259,Feeling,2Jh3UqxnHJMyzMzku4uOtE,Juice WRLD,0.712,0.515,0.234
7260,7260,Ring Ring (with Rvssian feat. Clever),4zxpssj8DyrfZcEUSUiNxG,Juice WRLD,0.581,0.673,0.0768
7261,7261,Who Shot Cupid?,06LFFPPS7MylCZXps3cO4m,Juice WRLD,0.758,0.932,0.0558
7262,7262,Big,4rWC4tiO4NCwRHdh6vyu6b,Juice WRLD,0.768,0.641,0.0628
7263,7263,Girls Need Love (with Drake) - Remix,14SaZBTjxlorHJQxXh01Hu,Summer Walker,0.656,0.432,0.443
7264,7264,Syphilis,4dOmgE4ULbySxpeGObN8RL,Juice WRLD,0.782,0.659,0.0696
7265,7265,Demonz (feat. Brent Faiyaz) - Interlude,5ZOEulH7fvK4ZkMLTOyKL0,Juice WRLD,0.502,0.309,0.268
7266,7266,The Bones,3npzogdOEiVsieXmmhBepL,Maren Morris,0.612,0.57,0.279
7267,7267,ON GOD (feat. Young Thug),572BChNcXOIvtfn2TGmTKc,Juice WRLD,0.797,0.722,0.0925
7268,7268,Out My Way,0baYVkFX4vIXXmIuHRWXDN,Juice WRLD,0.664,0.832,0.107
7269,7269,Desire,15LOSQ3z91ZB2wMiMhiCjZ,Juice WRLD,0.597,0.767,0.106
7270,7270,The Bees Knees,6LkawpJyy0TZJ6Z41gMVyy,Juice WRLD,0.427,0.724,0.125
7271,7271,10 Feet,4Z9cAwlkruSbWblPBthygg,Juice WRLD,0.678,0.681,0.466
7272,7272,Rider,3usM520kfIRpWNaYOwdnYI,Juice WRLD,0.583,0.815,0.214
7273,7273,Won’t Let Go,4yoQbSPoj8H3O8M3EKvC74,Juice WRLD,0.617,0.791,0.0563
7274,7274,Undrunk,5SHhPFh68OhUmuRPymKX9d,FLETCHER,0.679,0.572,0.455
7275,7275,She’s The One,3zM2prB16NRn1zggh1KCY0,Juice WRLD,0.621,0.804,0.308
7276,7276,Recalienta,2O0WiTabKj4e5CdY1mIFe4,Emilia,0.754,0.77,0.189
7277,7277,Control (feat. Ecko),7BcRyPvhfTnkI4jZ5wLMBV,Agus Padilla,0.72,0.711,0.17
7278,7278,Cien Años,1HroyPv5zqHJI35kqObRLy,Abel Pintos,0.424,0.614,0.15
7279,7279,Tan Solo,6vNaGz1KH44XJ9zRyCE81I,Los Piojos,0.453,0.343,0.152
7280,7280,Verano Hater,1kg3ch5elhWxnPEeefLfYo,"Dante Spinetta, Duki",0.775,0.795,0.322
7281,7281,Tanta Falta Remix,6GxEpbOvB4dXgRF2SLJliK,"Bryant Myers, Nicky Jam",0.851,0.736,0.198
7282,7282,Nadie Sabe,18CHo88LHHs9cUyKKHVyVN,Nacho,0.7,0.802,0.15
7283,7283,Do Copo Eu Vim (feat. Marília Mendonça) - Ao Vivo em Brasília,6NgwHmEgfQVIYQBq8QcWMi,Diego & Victor Hugo,0.668,0.884,0.663
7284,7284,Café,7uADzGJikvFYjfx7ITSJDO,Vitão,0.776,0.5,0.0537
7285,7285,Embrasa,73XFZ3Tp4oRUjyvnn2Cmpx,"Vitão, Luccas Carlos",0.699,0.531,0.107
7286,7286,Lost in the Fire (feat. The Weeknd),2vXKRlJBXyOcvZYTdNeckS,Gesaffelstein,0.658,0.671,0.0933
7287,7287,ShiShi Gang,0JByBLr2rARkPItvumXiJP,Pablo Chill-E,0.92,0.57,0.0143
7288,7288,Nou Nou Nouu,0LBSEHUGHlfLXO925vopGp,Marvell Boi,0.69,0.629,0.0406
7289,7289,Vibras,306litzTzjMQqyXlF9HxHd,Pablo Chill-E,0.755,0.634,0.811
7290,7290,El Mentiroso,4SbE4uWiMlhJRyqoOwm0QV,"Gente De Zona, Silvestre Dangond",0.783,0.84,0.0988
7291,7291,Que Hago Me Mato,1WbtQnmUIrNy6DLFV5OF7V,"Various Artists, Bulin 47, Carlos Montesquieu",0.87,0.863,0.0285
7292,7292,Good Vibes - Official Remix,3I52e5l6ag02nA7UllFdM2,"Fuego, Nicky Jam, De La Ghetto, Amenazzy, C. Tangana",0.705,0.614,0.0544
7293,7293,Yo Quiero Bailar,7soEJURKTlW5Rku2TZ519W,Ivy Queen,0.906,0.931,0.243
7294,7294,Por Siempre Mi Amor,38ofGhTF7TlGS4HkM6e2VS,Banda MS de Sergio Lizárraga,0.812,0.37,0.174
7295,7295,Prometiste,2UypFzxfaYgMUnQX2k4qtj,"Pepe Aguilar, Melissa Robles, Ángela Aguilar, La Marisoul",0.602,0.398,0.807
7296,7296,Fuentes de Ortiz,0akyEssGRVHstqCSWXusJL,Ed Maverick,0.83,0.159,0.946
7297,7297,Te quiero,6tu2FHuKL9C8pwNrityweQ,Hombres G,0.736,0.711,0.0029
7298,7298,Loco Fefo,3qFiDBVE1SmltkIw3IuUPD,"Italian Somali, Dubosky",0.903,0.844,0.0308
7299,7299,Ta Ponchi,5gXmgh4BYifXA4uoqQJtQB,Italian Somali,0.517,0.792,0.17
7300,7300,Ye,3FskQrDXcY24ur2fCvz35O,Burna Boy,0.503,0.592,0.0181
7301,7301,Faldita,1R5nCcASgTubHzMx2Ic5UU,"Leslie Shaw, Mau y Ricky",0.846,0.789,0.00828
7302,7302,Callao,6nTZdy0g6OmvMMiCO2mmz3,Anna Carina,0.884,0.67,0.0223
7303,7303,Quizas - Remix,4YFoQUkj0XXJgTiHp8d61y,"Tony Dize, Ken-Y",0.787,0.679,0.416
7304,7304,Sensación del Bloque,3FDkagYrIceOTgy8canfLs,"Randy, De La Ghetto",0.69,0.86,0.124
7305,7305,Recuerdos,3dUWDwfw7c1no8AL37PIJZ,Juhn,0.774,0.625,0.351
7306,7306,Niña Bonita,1fbRYLGk6VJQheSL5XcFKj,Binomio de Oro de América,0.585,0.502,0.371
7307,7307,Papi (feat. Papichamp),7DZDwYrzzz5Q0nXS32K72y,Agus Padilla,0.724,0.881,0.177
7308,7308,Old Town Road,53CJANUxooaqGOtdsBTh7O,Lil Nas X,0.908,0.517,0.0361
7309,7309,Numb Numb Juice,4dTiQezDWmEOWcdCbWVWMp,ScHoolboy Q,0.886,0.47,0.00122
7310,7310,R.I.P. (feat. Rita Ora & Anitta),6JqpFboOH2bq9pzaYbkKBn,Sofía Reyes,0.764,0.752,0.18
7311,7311,Wow. - Remix,3IKRHd9ihUdGffgz4Mbgv0,"Post Malone, Roddy Ricch, Tyga",0.797,0.64,0.148
7312,7312,Freaky,0NJp8GyCOWnQh71xKSPfuV,Tory Lanez,0.966,0.563,0.00202
7313,7313,Tic Toc (with Tory Lanez),7cWmR9RLLMY6bj28q4bhvz,Rich The Kid,0.78,0.643,0.0381
7314,7314,Almost (Sweet Music),7uttm8Iurm5uK67Vr9G2Sp,Hozier,0.523,0.687,0.0215
7315,7315,Whiskey Glasses,6foY66mWZN0pSRjZ408c00,Morgan Wallen,0.614,0.68,0.369
7316,7316,Every Season,1ttPzkTSpQUFcEGx8bjerL,Roddy Ricch,0.936,0.704,0.0632
7317,7317,No New Friends,3Y7a0typ6ik1KscmebXd6D,"Sia, Diplo, Labrinth, LSD",0.724,0.702,0.0648
7318,7318,Shotta Flow,4dAMdQ6g4kGmnc1MDHsg77,NLE Choppa,0.888,0.43,0.0786
7319,7319,Move,332vSQxxE8999r4S0dy3FL,"C.R.O, Neo Pistea",0.863,0.43,0.0364
7320,7320,Contra La Pared,37eGbhE1xVFSvcKkqGb6i1,"Sean Paul, J Balvin",0.828,0.588,0.0156
7321,7321,Vacia Sin Mi,4l0O19WwpjzbDGkdFtkQ6W,"Ozuna, Darell",0.786,0.63,0.358
7322,7322,Perdóname,7xC6lsS3oaZNm2TzMRaoOu,Mau y Ricky,0.507,0.448,0.697
7323,7323,Destino,3tOmzBrWaHg97FKgsqhhEd,"Greeicy, Nacho",0.708,0.761,0.0105
7324,7324,DESPUES QUE TE PERDI,5gsW8TMmNVnevjq13h0Nlp,"Jon Z, Enrique Iglesias",0.762,0.813,0.248
7325,7325,Hijoepu*#,7hvGyCjepdwN1wk3lK6J6k,"Gloria Trevi, KAROL G",0.85,0.721,0.025
7326,7326,All The Lies (with Felix Jaehn & The Vamps),4Cy5f4JsH1yoeGks7FnoHw,Alok,0.611,0.835,0.167
7327,7327,Regras - Ao Vivo,11DkUDkBt9kaha1QRnuCMU,Diego & Arnaldo,0.889,0.857,0.461
7328,7328,Surto De Amor - Ao Vivo Em Uberlândia / 2018,5mFn4teAi2HMi7kRHliyFL,"Bruno & Marrone, Jorge & Mateus",0.462,0.669,0.516
7329,7329,Café,6i9ToXS6CAfjpp8veBklg1,Vitão,0.776,0.5,0.0537
7330,7330,LEAL,5cEZdqWwTQbQ5mfiZJpzps,Djonga,0.545,0.498,0.0835
7331,7331,HAT-­TRICK,1crJyVBXmm9w8ljO6PylZ6,Djonga,0.809,0.595,0.138
7332,7332,Bye Bye,3NpRkAnxexTh4TklAZNjag,"Mc Don Juan, Mc Davi",0.655,0.34,0.332
7333,7333,DEUS E O DIABO NA TERRA DO SOL,5gInTGvfEUi29l5mqLgd1m,"Djonga, Filipe Ret",0.718,0.542,0.0247
7334,7334,TIPO,78qClcxizF1otoEWRi2OBb,"Djonga, Mc Kaio",0.709,0.459,0.426
7335,7335,LADRÃO,2MFr8FHO6V2SBbZTIiQIl3,Djonga,0.923,0.673,0.18
7336,7336,Ela É do Tipo,2x8TNY9KwNvD19gVGs4WOP,MC Kevin o Chris,0.632,0.398,0.945
7337,7337,BENÉ,4scxVwXhNzYS3Fh68wVPLo,Djonga,0.831,0.553,0.0111
7338,7338,Fingindo Maturidade - Ao Vivo,39aWBx86ZdvXQ9d0fRAXxH,"Mano Walter, Gustavo Mioto",0.576,0.919,0.286
7339,7339,BENÇA,7KJwYWEGkpvZE6HDuiyx2A,Djonga,0.73,0.433,0.0231
7340,7340,Embrasa,4iANxSIDT3kGekiquMSAgT,"Vitão, Luccas Carlos",0.699,0.531,0.107
7341,7341,VAI MENINA,1oQppEGTHYN53xfEaTz4ua,PEDRO SAMPAIO,0.795,0.878,0.413
7342,7342,Quando a vontade bater (Participação especial de PK Delas),26WpOBpHiIMoBuMEIwtOCH,Pk,0.621,0.7,0.539
7343,7343,Fake News - Ao Vivo,4Cm51VOGs75ik79YMpJykG,Gustavo Mioto,0.804,0.637,0.47
7344,7344,VOZ,6Nf3HNHXUw8YHB8PUBw2wt,"Djonga, Doug Now, Chris MC",0.767,0.685,0.133
7345,7345,FALCÃO,5W6t2N4Mxz3vQqwQSuQ8Sr,Djonga,0.699,0.528,0.0184
7346,7346,Pop Out (feat. Lil Tjay),5AjINjwKyRvQJhSe2zpPHi,Polo G,0.861,0.621,0.121
7347,7347,Bust Down Cartier,15AF6h7aQ0ibWzBbzAFLL9,Lil Mosey,0.632,0.727,0.045
7348,7348,BITCH (takes one to know one),69oPVTn6mFjMoB3axEejog,Lennon Stella,0.746,0.55,0.0311
7349,7349,You Say,6Up545NUflOiXo8cEraH49,Lauren Daigle,0.494,0.632,0.682
7350,7350,Singapur,6o1xsjjF4rexpcfkafwec0,"Pablo Chill-E, Yung Beef",0.847,0.716,0.25
7351,7351,Una Mujer,7IzTqlcNIVONE35fEgj9w5,"DJ Nelson, De La Ghetto, Brytiago, Darell",0.869,0.783,0.0919
7352,7352,Asesina - Original mix,6PniMs08lEakpuRp2nsMGv,"Brytiago, Darell, Barloe Team",0.835,0.703,0.56
7353,7353,Me Botó,5nLmpbESRcMsM0AdSeqK5J,Lo Blanquito,0.824,0.8,0.298
7354,7354,Bárbaro,0RYRX4bWykxlbDdonBnjmg,"Mozart La Para, Tainy",0.722,0.393,0.108
7355,7355,Quédate,2crgIH6p6JZGjbmDBNJCTZ,"Kany Garcia, Tommy Torres",0.645,0.362,0.777
7356,7356,Cuando Me Acerco A Ti,3Ne97TdYTM1s5SK5mjjI3P,Danny Ocean,0.736,0.543,0.183
7357,7357,Tel Aviv,1OeyTOzeEZUOPVbyaGaabb,Danny Ocean,0.733,0.654,0.0274
7358,7358,Gime,4gxbVh7WmGFer2DUZErX9Y,Danny Ocean,0.785,0.726,0.0943
7359,7359,Babylon Girl,3tNLmkH3I7VYP0wi6pxJtN,Danny Ocean,0.814,0.637,0.256
7360,7360,Buenos Genes,5I2I0xdHPV5opTDQbItBIb,"Rels B, DELLAFUENTE",0.804,0.535,0.486
7361,7361,Me mato,6ehcQY0jLuWqOIeVmUJFow,"Boza, Faster",0.768,0.802,0.0878
7362,7362,Henny,5VdTYUbQbNoWCAwNdEtWl4,Yemil,0.751,0.647,0.397
7363,7363,Amigos Con Derecho,4DgZ3RhEUP9RYwOo2pmmS5,"Japiaguar, Mama Santa",0.779,0.651,0.294
7364,7364,Quizás,07vKCUDsNnwe0ZMjvTY4hX,Afaz Natural,0.65,0.649,0.29
7365,7365,Rangos,2QnK6yqqcI4Q25DGlDNc9Y,Pekeño 77,0.945,0.565,0.113
7366,7366,Contando Lunares (feat. Cruz Cafuné),6Cs7b9bu3fy5XhMwBA9Tz4,Don Patricio,0.856,0.523,0.444
7367,7367,Splashin,3KLo7ByvjCNyBrfz5DZ2mO,Rich The Kid,0.942,0.382,0.00192
7368,7368,Confessions of a Dangerous Mind,5CE0V7z1ePOZQNJNpWxYGA,Logic,0.8,0.762,0.381
7369,7369,Price On My Head (feat. The Weeknd),4RbbzNY4MEcgzewYWkIsGu,NAV,0.768,0.574,0.384
7370,7370,Be Alright,2H4gf1wLxvYreMj1jcaN0k,Dean Lewis,0.551,0.537,0.705
7371,7371,Fall Threw (feat. Young Thug & Gunna),4bi9YrkOvmg4Eb7h00AW2c,Rich The Kid,0.832,0.649,0.0252
7372,7372,Wow. - Remix,0fcq51a3gOI6gPvzc0YLsk,"Post Malone, Roddy Ricch, Tyga",0.797,0.64,0.148
7373,7373,Bohemian Rhapsody - Remastered 2011,4u7EnebtmKWzUH433cf5Qv,Queen,0.414,0.404,0.271
7374,7374,Tap (feat. Meek Mill),1xkMNjOFNCw3OCI7Gtjpjb,NAV,0.901,0.676,0.0646
7375,7375,Patience,2drEUEg0TYQR6dDEHkpuPE,Tame Impala,0.546,0.859,0.00223
7376,7376,Like Mike (feat. Jay Critch & A Boogie wit da Hoodie),4gJUBncw0XCMTBHneTjqGx,Rich The Kid,0.836,0.636,0.128
7377,7377,Tic Toc (with Tory Lanez),2VGD6mGeuv6aORaU0vKsHB,Rich The Kid,0.778,0.644,0.0388
7378,7378,To My Grave,3iKALqmeWDBWRlQU8z03kA,NAV,0.801,0.636,0.0144
7379,7379,I Like Girls (feat. Lil Skies),4KXDT3pmPDB9IB6hTUoGpd,PnB Rock,0.701,0.768,0.354
7380,7380,Taking Chances,3HP3VodiF28Bcr3dlProO4,NAV,0.851,0.589,0.323
7381,7381,So Am I,0uUNN1nSoUx1A4fkDCWDQ7,Ava Max,0.682,0.656,0.0737
7382,7382,Hold Your Breath (feat. Gunna),0nA2zH7QBV92QkSuwdCZbi,NAV,0.825,0.682,0.137
7383,7383,I Don't Belong In This Club,45ZGEdLxCZvdMX9jWlsAAx,"Why Don't We, Macklemore",0.797,0.543,0.0202
7384,7384,Cristina,1Kjer1JoWuJGNwGV6Pbgv1,Sebastian Yatra,0.649,0.502,0.286
7385,7385,Te Robaré,6v0lAdFF4haL8xjBIUjtOw,"Nicky Jam, Ozuna",0.673,0.752,0.241
7386,7386,TERRAZA,6cLWKCBNawunqBHmyzdG7v,WOS,0.7,0.652,0.279
7387,7387,Buenos Aires,42NACeANuRucHuCOFL5umq,"Seven Kayne, KHEA, Bhavi, Omar Varela, MYKKA",0.702,0.586,0.00476
7388,7388,Money,4b0BTBQAQ6vLItEy7j9uLC,C.R.O,0.739,0.536,0.00468
7389,7389,Swing,4DbhxwlkhTbCTqlZptxmI6,Danny Ocean,0.729,0.616,0.458
7390,7390,"Tumbando el Club (feat. C.R.O, Obiewanshot, Ysy A, Cazzu, Khea, Lucho SSJ, Coqeéin Montana, Marcianos Crew & Duki) - Remix",0OWcpVA83HI8Pb5DybDuoX,"Neo Pistea, Obie Wanshot",0.882,0.777,0.354
7391,7391,Me Rehúso,6ifUES3keWjwXgae8pXI3o,Danny Ocean,0.744,0.804,0.0231
7392,7392,Leña para el Carbón - Remix,5fKixfCQ9jv0dkPsKXUFzD,"FIESTA!, DJ Alex",0.615,0.787,0.062
7393,7393,Fingías,7o0oY5wRcoV7oPuDhD2J1z,Paloma Mami,0.729,0.805,0.19
7394,7394,"Tumbando El Club (feat. C.R.O., Mike Southside & Coqeein Montana)",66TqyIw4lqniQu62cbMfyz,"0-600, Neo Pistea, Coqeéin Montana",0.971,0.786,0.37
7395,7395,Duele,3NncP0ajz9lqYAZcQD7Bpo,"Reik, Wisin & Yandel",0.684,0.842,0.0356
7396,7396,On My Way,4n7jnSxVLd8QioibtTDBDq,"Alan Walker, Sabrina Carpenter, Farruko",0.509,0.689,0.0209
7397,7397,Dembow,30LBoQSk8gjcN0hWCWtdbF,Danny Ocean,0.802,0.744,0.0807
7398,7398,Veneno,19vrzibX1lFlT2V2ToVQkv,Danny Ocean,0.73,0.664,0.372
7399,7399,Cuando Me Acerco A Ti,1Q4DK5GLldkubj5GtCzbs7,Danny Ocean,0.736,0.543,0.183
7400,7400,Vou Ter Que Superar - Ao Vivo,6sRLrSetyIwIKhW1eMlUNP,"Matheus & Kauan, Marília Mendonça",0.505,0.721,0.768
7401,7401,All The Lies,6PqUdUGS4h5aGY7YyEGXr8,"Alok, Felix Jaehn, The Vamps",0.611,0.835,0.167
7402,7402,"Cerveja, Sal E Limão - Ao Vivo",7nJJKm0R90xM1nGlxTHTme,Matheus & Kauan,0.699,0.796,0.147
7403,7403,Quarta Cadeira - Ao Vivo,5q0NlM6Pm8Pp3orq7zGiRn,"Matheus & Kauan, Jorge & Mateus",0.565,0.82,0.589
7404,7404,Mágica - Ao Vivo,5cN5ZOVcYBl4Lnq50Zeqsx,"Matheus & Kauan, Gusttavo Lima",0.568,0.698,0.629
7405,7405,Tem Moda Pra Tudo - Ao Vivo,11KS9tNAAQJW7jTq7W1WcD,Matheus & Kauan,0.792,0.825,0.399
7406,7406,Pior Que Possa Imaginar,40s35Bws3HIO5DLRlrosyL,Luísa Sonza,0.655,0.816,0.297
7407,7407,Pro Nosso Bem - Ao Vivo,5JZufG8AcnMvCOeFoMFExv,Gustavo Mioto,0.475,0.855,0.307
7408,7408,Pedacim De Noite - Ao Vivo,6TER2h6vsimc7EmnQDY7uR,Matheus & Kauan,0.606,0.785,0.261
7409,7409,Baixinha - Ao Vivo,3i4ssEZfLO3bgaB6hnj3tp,Matheus & Kauan,0.74,0.545,0.656
7410,7410,Consórcio - Ao Vivo,7tU3GVhGsQFZze6C5vIwQ5,Matheus & Kauan,0.631,0.807,0.27
7411,7411,Pesquisa no Google (feat. Henrique & Diego) - Ao Vivo,1xg3EbmhAr1cfNOA55pvKH,Turma do Pagode,0.55,0.677,0.659
7412,7412,Facilita,3wB81eGupHVv9W4mF9IsHh,MC Kevinho,0.894,0.551,0.0509
7413,7413,Anticorpos - Ao Vivo,3fwAaOwyR4e8WF3tuj0sOS,Matheus & Kauan,0.603,0.822,0.184
7414,7414,Estabelecimento - Ao Vivo,3ywQX0K3P9WKKzyhjkWd0S,Matheus & Kauan,0.633,0.819,0.43
7415,7415,Não Pedi Pra Me Amar - Ao Vivo,59zP5esW1c3mYUgW5aiaZU,Matheus & Kauan,0.539,0.757,0.254
7416,7416,A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília,4gDvg62vG96w0qJaF6wzcd,Diego & Victor Hugo,0.542,0.876,0.724
7417,7417,"Bebeu, Lembrou - Ao Vivo",5kmxwo1fwzwavHqJ3UzbP8,Matheus & Kauan,0.628,0.81,0.399
7418,7418,Tussin (feat. Young Thug),28yESWw8HvQoZlyGpyH5Va,NAV,0.662,0.503,0.439
7419,7419,Snap,4UxYkWi636UMaEjCw5n0JX,NAV,0.766,0.359,0.301
7420,7420,Tension,5LuQkwfggW5ibdkSMA4sDT,NAV,0.744,0.518,0.403
7421,7421,Ralo,0W5Nkn9oyRvZhW6nXdDyNJ,NAV,0.863,0.485,0.299
7422,7422,I'm Ready,2eevcC9gSoo9wdynZkUXPz,NAV,0.829,0.719,0.159
7423,7423,Know Me,3Pqw8MreEUo4Z8ktO5ilkD,NAV,0.925,0.575,0.0238
7424,7424,Why You Crying Mama,2U8SmeukrDYVbRe8Ig03Fo,NAV,0.74,0.454,0.424
7425,7425,Au DD,6VSaNvPPagk4U5Skxp6XfV,PNL,0.777,0.698,0.293
7426,7426,Vicodin,5DlwNPXzsWiPrNFaK6PnsJ,NAV,0.759,0.537,0.334
7427,7427,Time Piece (feat. Lil Durk),4Y0FFtE3pFwfHwz20qum7b,NAV,0.847,0.363,0.189
7428,7428,Dior Runners,6kQtZRfVpMV1XsPkyjjzLa,NAV,0.856,0.796,0.16
7429,7429,Kickstart My Heart,1RQwcsdHIW5p86cx8zuf1I,Mötley Crüe,0.361,0.98,0.00141
7430,7430,Aprendi a Amar,7M8K2ermHPnLJildw6F6EP,Brytiago,0.746,0.63,0.127
7431,7431,El Efecto,4SJHHpKhcuXwDsCsPqshXj,"Rauw Alejandro, Chencho Corleone",0.849,0.781,0.406
7432,7432,Pensando En Ti,6exje52SuWDGQ2Ol8K4P5I,"Pablo Chill-E, Chuchu Retro",0.85,0.512,0.158
7433,7433,Toda,0Vo6Jgtd0mN5bTUqyygOLw,Alex R.,0.591,0.451,0.162
7434,7434,Se Moja,3ZV6XkknUVIYTJRvYN7IIT,"Eladio Carrion, Amenazzy, Rauw Alejandro, Noriel",0.827,0.446,0.258
