,artist,genre
1939,JanieReaves,
1940,SusanCarter,
1941,RickSpencer,
1942,PennyNakamura,
1943,LouChamberlain,
1944,Yahaira Plasencia,"['modern salsa', 'pop peruano', 'salsa peruana']"
1945,Mcs Nando and Luanzinho,
1946,Neo Beats,['trap brasileiro']
1947,Alan 1,
1948,Alan 2,
1949,Doris Schmeler,
1950,Dorothea Berger,
1951,Adonis 88,
1952,Rap Viet,"['v-pop', 'vietnamese hip hop']"
1953,Adonis 66,
1954,Christopher Scott,
1955,Lucy Beahan,
1956,Veronica Effertz,
1957,Joseph Murray,
1958,Eula Glover,
1959,Slender2003,
1960,The Face 1234,
1961,Indifferent2527,
1962,Lucky2135,
1963,Coldly1989,
1964,Vuvanhy1985,
1965,Wistful2010,
1966,Happy9282,
1967,Silence2001,
1968,Fragile1988,
1969,Comfortable5343,
1970,Magnolia1982,
1971,Sunset2002,
1972,Marty McKay,
1973,Kabliz,['panamanian pop']
1974,Melanie Martinez,"['alt z', 'electropop', 'pop']"
1975,Destripando la Historia,['latin viral rap']
1976,Jack Stauber,"['indie pop', 'weirdcore']"
1977,Regard,"['dance pop', 'edm', 'pop dance', 'pop edm', 'slap house', 'tropical house']"
1978,Alejandro González,"['musica popular colombiana', 'pop reggaeton']"
1979,Blaiz Fayah,['shatta']
1980,StephenFlint24,
1981,ScottHall41,
1982,JulieHarder67,
1983,CarolAnderson88,
1984,MariaBrewer62,
1985,CecilDowns84,
1986,IsisWampler68,
1987,Temry,
1988,CynthiaGorecki58,
1989,LEILAH SAFKA & FREDDY FENDER,
1990,Midnight Office,
1991,D.K. Smith,
1992,Akil Hamilton,
1993,Mariah Angeliq,"['latin pop', 'rap latina', 'trap latino']"
1994,24kGoldn,['cali rap']
1995,KEVVO,"['reggaeton', 'reggaeton flow', 'trap latino']"
1996,Haze,"['neo mellow', 'pop rock']"
1997,Los Hermanos Campos,"['cueca chilena', 'cumbia ranchera', 'folklore chileno']"
1998,Los Huasos Quincheros,['nueva cancion']
1999,Hector Pavez,['nueva cancion']
2000,Maihuen de los Angeles,"['cueca chilena', 'cumbia ranchera']"
2001,Los de Ramon,
2002,Conjunto Alerce,['folklore chileno']
2003,Jerry Di,"['cubaton', 'pop venezolano', 'reggaeton', 'trap latino']"
2004,Rochy RD,"['dembow', 'dominican pop', 'rap dominicano', 'trap latino']"
2005,DJ Pedro Fuentes,['perreo']
2006,Mi Banda El Mexicano,"['corrido', 'regional mexican', 'tecnobanda', 'tropical']"
2007,Ms Nina,"['dominican pop', 'perreo', 'rap latina', 'urbano espanol']"
2008,Rich Music LTD,"['latin', 'reggaeton', 'trap latino']"
2009,Kiddo Toto,['trap argentino']
2010,Thaeme & Thiago,"['funk carioca', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']"
2011,Tribo da Periferia,['rap df']
2012,Gabriel e Rafael,['sertanejo pop']
2013,Elder Dayán Díaz,['vallenato moderno']
2014,Montano,"['chutney', 'dancehall', 'soca']"
2015,j-hope,"['k-pop', 'k-rap']"
2016,José José,"['banda', 'corrido', 'nuevo regional mexicano', 'regional mexican']"
2017,Dadá Boladão,"['brega funk', 'funk carioca']"
2018,PH e Michel,"['classical piano', 'french classical piano']"
2019,Ñejo,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']"
2020,Aya Nakamura,"['basshall', 'francoton']"
2021,Espinoza Paz,"['corrido', 'ranchera', 'regional mexican']"
2022,Foo Fighters,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']"
2023,Kazzabe,"['musica hondurena', 'pop catracho', 'punta rock']"
2024,DLD,"['latin alternative', 'latin arena pop', 'latin rock', 'mexican rock', 'rock en espanol']"
2025,Los Verduleros,"['cumbia paraguaya', 'cumbia villera']"
2026,Ashnikko,"['alt z', 'electropop', 'escape room', 'pop']"
2027,Natos y Waor,"['rap underground espanol', 'spanish hip hop', 'urbano espanol']"
2028,Sael,
2029,Giulia Be,['pop nacional']
2030,Yohancito,['mambo chileno']
2031,Mista Bombo,['panamanian pop']
2032,Internet Money,"['pop rap', 'rap', 'trap']"
2033,Black Eyed Peas,"['dance pop', 'pop', 'pop rap']"
2034,Maria Becerra,"['pop argentino', 'trap latino']"
2035,Kevo DJ,['cumbia pop']
2036,WIU,['trap brasileiro']
2037,Mc Bola,"['funk consciente', 'funk ostentacao', 'funk paulista']"
2038,Javiielo,"['reggaeton', 'reggaeton flow', 'trap latino']"
2039,Crazy Design,"['dembow', 'dominican pop', 'rap dominicano']"
2040,Grupo Firme,"['corrido', 'norteno', 'nuevo regional mexicano', 'regional mexican', 'sierreno']"
2041,Gary Glitter,
2042,John C,"['arkansas country', 'outlaw country']"
2043,Oscu,['trap argentino']
2044,Llane,"['dominican pop', 'latin pop', 'reggaeton colombiano']"
2045,DJ Dollynho Da Lapa,['funk carioca']
2046,Vou pro Sereno,"['pagode', 'pagode novo', 'samba moderno']"
2047,JP Saxe,"['alt z', 'canadian contemporary r&b', 'indie cafe pop', 'pop', 'post-teen pop']"
2048,Ana Tijoux,"['chilean indie', 'chilean rock', 'latin alternative', 'latintronica', 'nueva cancion', 'rap chileno', 'rap latina']"
2049,Victor Jara,"['cantautor', 'musica andina', 'nueva cancion', 'trova']"
2050,Portavoz,"['rap chileno', 'rap conciencia', 'venezuelan hip hop']"
2051,Jay Menez,"['reggaeton flow', 'trap latino']"
2052,Grupo 360,"['corrido', 'corridos tumbados', 'norteno', 'nuevo regional mexicano', 'regional mexican', 'sierreno']"
2053,Arizona Zervas,"['pop rap', 'rhode island rap']"
2054,Rex Orange County,"['bedroom pop', 'pop']"
2055,DB Omerta,['atl hip hop']
2056,CXB,
2057,Sub Urban,['modern indie pop']
2058,Maneiro Na Voz,
2059,BlackRoy,"['mambo chileno', 'reggaeton flow', 'trap latino']"
2060,Sol y Lluvia,"['chilean rock', 'latin rock', 'nueva cancion']"
2061,Illapu,"['latin rock', 'musica andina', 'nueva cancion']"
2062,Natanael Cano,"['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno']"
2063,Marca MP,"['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno']"
2064,Ant Saunders,"['chill r&b', 'pop']"
2065,Kaash Paige,"['pop r&b', 'r&b']"
2066,Luíza & Maurílio,['sertanejo pop']
2067,Skye,"['alternative r&b', 'chill r&b', 'indie r&b', 'pop', 'pop r&b', 'post-teen pop', 'r&b']"
2068,True Damage,['k-rap']
2069,Filipe Ret,"['funk carioca', 'pop rap brasileiro']"
2070,bbno$,"['canadian hip hop', 'dark trap', 'meme rap', 'pop rap', 'vapor trap']"
2071,Trevor Daniel,"['alternative r&b', 'melodic rap', 'pop rap']"
2072,Baby Rasta & Gringo,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'salsa choke', 'trap latino']"
2073,Tracy McGrady,['mambo chileno']
2074,Músicxs De Chile,
2075,Rubel,"['folk brasileiro', 'mpb', 'nova mpb', 'nova musica carioca']"
2076,Jaze,
2077,Omar Montes,"['flamenco urbano', 'urbano espanol']"
2078,Stormzy,"['grime', 'uk hip hop']"
2079,Rod Wave,['florida rap']
2080,Maggie Rogers,"['indie pop', 'pop']"
2081,Mc Poze do Rodo,"['funk carioca', 'funk ostentacao']"
2082,Os Barões Da Pisadinha,"['forro', 'piseiro']"
2083,João Gabriel,['sertanejo pop']
2084,DJ Felipe Único,['funk carioca']
2085,Stunna 4 Vegas,"['southern hip hop', 'trap']"
2086,Farina,"['colombian pop', 'rap latina', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
2087,Debi Nova,"['musica costarricense', 'pop costarricense']"
2088,Lees y Feer,
2089,Keane,"['neo mellow', 'piano rock', 'pop rock', 'rock']"
2090,Don Toliver,"['rap', 'trap']"
2091,Conan Gray,"['alt z', 'bedroom pop', 'electropop', 'indie pop', 'pop', 'post-teen pop']"
2092,Jonathan Groff,"['hollywood', 'show tunes']"
2093,Baby Keem,"['hip hop', 'rap', 'trap', 'underground hip hop']"
2094,Kristen Bell,"['disney', 'hollywood']"
2095,Paithon,
2096,Simon la Letra,"['reggaeton chileno', 'reggaeton flow', 'trap latino']"
2097,Harry Nach,"['trap chileno', 'trap latino']"
2098,El Cherry Scom,"['dembow', 'dominican pop']"
2099,Fulo El Yeyo,['panamanian pop']
2100,Grupo Bryndis,"['grupera', 'gruperas inmortales', 'regional mexican', 'tropical']"
2101,Los Solteroski,
2102,Los Nota Lokos,['cumbia pop']
2103,MC Ingryd,['funk 150 bpm']
2104,Calixto Ochoa,"['classic colombian pop', 'cumbia']"
2105,Leyenda Barrial Boy'z,
2106,Orquesta Caña Brava,['cumbia peruana']
2107,TOKYO’S REVENGE,"['meme rap', 'sad rap', 'vapor trap', 'viral rap']"
2108,Mc Anônimo,['brega funk']
2109,Kim Loaiza,"['latin viral pop', 'reggaeton mexicano']"
2110,Robi Guid,['panamanian pop']
2111,Orquesta Bembé,"['pop peruano', 'salsa peruana']"
2112,Lucas Cliff,
2113,Lion Music,
2114,Os Parazim,['sertanejo pop']
2115,Boney M.,['europop']
2116,Destiny's Child,"['dance pop', 'girl group', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
2117,Pastor Lopez Y Su Combo,"['classic colombian pop', 'cumbia', 'musica popular colombiana', 'porro']"
2118,Jhonny Rivera,['musica popular colombiana']
2119,Armando Hernandez,"['chicha', 'cumbia', 'musica popular colombiana', 'porro', 'tropical']"
2120,Héctor Lavoe,"['salsa', 'salsa puertorriquena', 'tropical']"
2121,Lisandro Meza,"['cumbia', 'folclor colombiano', 'musica andina colombiana', 'musica popular colombiana', 'tropical']"
2122,Rubén Blades,"['latin jazz', 'salsa', 'tipico', 'tropical']"
2123,Urbanda,"['dominican pop', 'merengue tipico']"
2124,Los Bukis,"['grupera', 'gruperas inmortales', 'regional mexican', 'tropical']"
2125,Sonideros de MEX USA,['cumbia sonidera']
2126,El Fantasma,"['banda', 'corrido', 'nuevo regional mexicano', 'regional mexican']"
2127,El Zeta,['panamanian pop']
2128,Guardianes Del Amor,"['cumbia sonidera', 'grupera', 'gruperas inmortales', 'tropical']"
2129,Cumbia Juan,['cumbia paraguaya']
2130,Billo's Caracas Boys Vs. Los Melódicos,
2131,JACKBOYS,"['rap', 'trap']"
2132,Olivia Rodrigo,['pop']
2133,Thiaguinho MT,"['brega funk', 'funk carioca']"
2134,Pezão,['batidao romantico']
2135,Zé Ricardo & Thiago,"['sertanejo pop', 'sertanejo universitario']"
2136,SAINt JHN,"['melodic rap', 'pop rap', 'rap', 'slap house', 'trap']"
2137,Red Velvet,"['k-pop', 'k-pop girl group']"
2138,joel music,
2139,Néstor Zavarce,
2140,Tony Camargo,
2141,Kiko el Crazy,['dominican pop']
2142,Nakary,
2143,Mc Lele JP,"['funk carioca', 'funk ostentacao', 'funk paulista']"
2144,Lil Monet,
2145,DJ Goozo,"['circuit', 'guaracha']"
2146,Chamaco,"['tejano', 'tex-mex']"
2147,Lil Adrei,
2148,Likybo,['cali rap']
2149,Bombotunes,['ecuadorian pop']
2150,MOLY,"['pop peruano', 'pop reggaeton']"
2151,Matthew Wilder,['new wave pop']
2152,Surfaces,"['bedroom soul', 'pop']"
2153,The 7 Dimensions,
2154,Airbag,"['modern progressive rock', 'neo-progressive', 'norwegian prog', 'progressive metal', 'progressive rock', 'symphonic rock']"
2155,Dj Gabriel do Borel,['funk carioca']
2156,Tierry,
2157,Anne,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
2158,Tate McRae,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
2159,Ovy On The Drums,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
2160,Junior H,"['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno']"
2161,T.O.T,"[""children's music"", ""preschool children's music""]"
2162,Jack Harlow,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2163,WE$T DUBAI,['urbano espanol']
2164,DJ Pernambuco,['brega funk']
2165,Yung Gravy,"['meme rap', 'minnesota hip hop', 'pop rap']"
2166,Jay Wheeler,"['latin', 'reggaeton', 'trap latino']"
2167,The Kid LAROI,['australian hip hop']
2168,K CAMP,"['atl hip hop', 'hip hop', 'melodic rap', 'pop r&b', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']"
2169,Gabby Barrett,['contemporary country']
2170,KSI,['uk hip hop']
2171,Drago200,"['reggaeton flow', 'trap latino']"
2172,Gianluca,"['classic italian pop', 'italian adult pop', 'mexican pop']"
2173,Grupo Serpiente,
2174,Dj Scuff,"['dembow', 'dominican pop', 'rap dominicano']"
2175,Zeballos,['rap uruguayo']
2176,Pop Smoke,['brooklyn drill']
2177,El Dipy,"['cumbia pop', 'cumbia villera']"
2178,Rodrigo Tapari,['cumbia villera']
2179,The Pussycat Dolls,"['dance pop', 'girl group', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']"
2180,Mad Dogz,['funk pop']
2181,Powfu,"['emo rap', 'sad rap']"
2182,Rennan da Penha,"['funk 150 bpm', 'funk carioca']"
2183,DJ Kendo,"['pop costarricense', 'reggae tico']"
2184,Flyboiz,"['mexican hip hop', 'reggaeton mexicano']"
2185,Combinacion De La Habana,"['salsa peruana', 'timba']"
2186,Ashe,"['alt z', 'electropop', 'indie pop', 'pop', 'post-teen pop']"
2187,Brent Faiyaz,"['dmv rap', 'pop', 'r&b', 'rap']"
2188,Trueno,"['argentine hip hop', 'trap argentino', 'trap latino']"
2189,Francisca Valenzuela,"['chilean indie', 'chilean rock', 'latin rock', 'pop chileno', 'pop electronico']"
2190,KILATE TESLA,
2191,MC LEO,"['funk carioca', 'funk ostentacao', 'funk paulista']"
2192,BENEE,"['alt z', 'nz pop', 'pop']"
2193,MC Lya,['brega funk']
2194,Camila Loures,['funk bh']
2195,DripReport,['viral rap']
2196,The Chicks,"['country', 'country dawn']"
2197,Jey,['rap boricua']
2198,Miel San Marcos,"['latin christian', 'latin worship']"
2199,Los Chiches Vallenatos,"['cumbia', 'vallenato']"
2200,PUBLIC,['indie rockism']
2201,Blunted Vato,"['argentine hip hop', 'trap argentino', 'trap latino']"
2202,Vytinho NG,['brega funk']
2203,Gabi Martins,['sertanejo pop']
2204,Clayton & Romário,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
2205,Gabriela Rocha,"['adoracao', 'brazilian gospel']"
2206,Ministério Zoe,"['adoracao', 'brazilian gospel', 'rock gospel brasileiro']"
2207,Kenny Rogers,"['adult standards', 'classic country pop', 'country', 'mellow gold', 'nashville sound', 'soft rock']"
2208,Eix,"['dominican pop', 'reggaeton', 'reggaeton flow', 'trap latino']"
2209,Leebrian,"['reggaeton flow', 'trap latino']"
2210,Jesús Adrián Romero,"['latin christian', 'rock cristiano']"
2211,Lilly Goodman,"['latin christian', 'latin worship']"
2212,MOI MUSIC,
2213,Noa - Noa,['trap soul']
2214,Delacey,"['alt z', 'modern alternative pop']"
2215,Mc Brunyn,['rave funk']
2216,BRELAND,
2217,Los Acosta,"['grupera', 'regional mexican', 'tropical']"
2218,Surf Mesa,['tropical house']
2219,Moonkey,['urbano espanol']
2220,Vicetone,"['edm', 'electro house', 'gaming edm', 'pop dance', 'pop edm', 'progressive electro house', 'tropical house']"
2221,La Banda De Lechuga,['cumbia villera']
2222,Umberto Tozzi,"['classic italian pop', 'europop', 'italian adult pop']"
2223,NGC Daddy,"['trap carioca', 'trap pesado']"
2224,Maverick Sabre,"['indie soul', 'irish hip hop']"
2225,Topic,"['dance pop', 'edm', 'german dance', 'pop dance', 'pop edm', 'tropical house']"
2226,Giovanny Ayala,"['corrido', 'nuevo regional mexicano', 'regional mexican', 'sierreno']"
2227,Leon Bridges,"['modern blues', 'soul']"
2228,Grouplove,"['indie pop', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']"
2229,Sleepy Hallow,"['brooklyn drill', 'nyc rap']"
2230,Lil Xxel,['pop r&b']
2231,J Boog,"['jawaiian', 'kaneka', 'polynesian pop']"
2232,Tego Calderon,"['latin', 'latin hip hop', 'rap boricua', 'reggaeton', 'trap latino']"
2233,Bankrol Hayden,"['melodic rap', 'sad rap']"
2234,Sam Fischer,"['alt z', 'australian pop', 'dance pop', 'indie cafe pop', 'pop', 'post-teen pop', 'uk pop']"
2235,Fiona Apple,"['art pop', 'chamber pop', 'indie pop', 'lilith', 'permanent wave', 'piano rock', 'pop rock', 'singer-songwriter']"
2236,Ankhal,"['reggaeton flow', 'trap latino']"
2237,Durako,
2238,Eslabon Armado,"['corridos tumbados', 'nuevo regional mexicano', 'sierreno']"
2239,Nibal,"['latin', 'pop venezolano']"
2240,THE SCOTTS,['pop rap']
2241,StaySolidRocky,['melodic rap']
2242,Carly Pearce,"['contemporary country', 'country pop']"
2243,WILLOW,"['afrofuturism', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
2244,Juanfran,"['dominican pop', 'pop reggaeton', 'urbano espanol']"
2245,Mila,"['alternative r&b', 'hip pop', 'pop r&b', 'pop rap', 'r&b', 'trap queen', 'urban contemporary']"
2246,Manu Gavassi,"['funk carioca', 'nova mpb', 'pop', 'pop nacional', 'post-teen pop']"
2247,FouKi,"['hip hop quebecois', 'indie quebecois']"
2248,Juanka,"['reggaeton', 'reggaeton flow', 'trap latino']"
2249,Dstance,
2250,Quinn XCII,"['electropop', 'indie pop rap', 'pop', 'pop rap']"
2251,L7NNON,"['funk carioca', 'pop rap brasileiro']"
2252,Lil Durk,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'southern hip hop', 'trap']"
2253,Wallows,"['indie pop', 'modern rock', 'pop', 'rock']"
2254,IU,['k-pop']
2255,Young T & Bugsey,"['afroswing', 'uk hip hop']"
2256,$uicideboy$,"['dark trap', 'new orleans rap', 'underground hip hop']"
2257,Sergio Denis,"['pop romantico', 'rock nacional']"
2258,LiL CaKe,"['trap argentino', 'trap triste']"
2259,Niack,['funk carioca']
2260,Bayronfire,"['reggaeton flow', 'trap latino']"
2261,Dharius,"['latin hip hop', 'mexican hip hop']"
2262,Agust D,['k-rap']
2263,jxdn,['social media pop']
2264,Alexander 23,"['alt z', 'electropop', 'indie cafe pop', 'pop', 'post-teen pop', 'social media pop']"
2265,7 Minutoz,['nerdcore brasileiro']
2266,Dzharo & Khanza,['russian hip hop']
2267,Daniel Caon,
2268,Zack De La Rocha,"['industrial hip hop', 'political hip hop']"
2269,J.I the Prince of N.Y,"['nyc rap', 'pop r&b']"
2270,Bad Gyal,"['rap catala', 'rap latina', 'trap catala', 'trap latino', 'urbano espanol']"
2271,Grupo Menos É Mais,"['pagode', 'pagode novo']"
2272,MC Bruna Alves,"['brega funk', 'funk carioca']"
2273,Salvador Da Rima,"['funk carioca', 'funk ostentacao']"
2274,Tyla Yaweh,"['cali rap', 'melodic rap', 'pop rap', 'rap', 'trap']"
2275,Jawsh 685,['nz pop']
2276,Chloe x Halle,"['alternative r&b', 'dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b']"
2277,Jovem Dionisio,"['indie curitibano', 'nova mpb']"
2278,Diego & Ray,['sertanejo pop']
2279,MC Marks,"['funk carioca', 'funk consciente', 'funk ostentacao', 'funk paulista']"
2280,Curtis Waters,
2281,Tempo,"['bedroom pop', 'indie garage rock', 'san diego indie']"
2282,Haraca Kiko,['dominican pop']
2283,Los Dos Carnales,"['corrido', 'norteno', 'nuevo regional mexicano', 'regional mexican']"
2284,Faraón Love Shady,['trap peruano']
2285,Alvaro Rod,['pop peruano']
2286,BØRNS,"['modern alternative rock', 'modern rock', 'pop']"
2287,MC Paulin da Capital,"['funk carioca', 'funk consciente', 'funk ostentacao', 'funk paulista']"
2288,Di Propósito,"['pagode', 'pagode novo']"
2289,Nea,['scandipop']
2290,S1mba,"['afroswing', 'social media pop']"
2291,Zac Brown Band,"['contemporary country', 'country', 'country road', 'modern country rock']"
2292,Play-N-Skillz,"['chicano rap', 'pop rap']"
2293,Dimension Latina,"['salsa', 'salsa international', 'salsa venezolana', 'tropical']"
2294,Toledo,['brooklyn indie']
2295,Grupo Mojado,"['cumbia sonidera', 'grupera', 'gruperas inmortales', 'regional mexican', 'tropical']"
2296,Peach Tree Rascals,"['alternative r&b', 'chill r&b', 'indie r&b', 'pop']"
2297,Mc Jacaré,"['funk 150 bpm', 'funk carioca', 'trap funk']"
2298,Conkarah,['jawaiian']
2299,James Barker Band,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']"
2300,Rasster,
2301,Kiddtetoon,"['trap chileno', 'trap latino']"
2302,Renée Elise Goldsberry,"['hollywood', 'show tunes']"
2303,Leslie Odom Jr.,"['broadway', 'hollywood', 'show tunes', 'vocal jazz']"
2304,Phillipa Soo,"['hollywood', 'show tunes']"
2305,Lin-Manuel Miranda,"['hollywood', 'show tunes']"
2306,Dj W-Beatz,"['brazilian edm', 'funk carioca', 'rave funk']"
2307,Shevchenko e Elloco,"['brega funk', 'funk carioca']"
2308,Dixie,['social media pop']
2309,Pitizion,"['dominican pop', 'latin pop', 'reggaeton colombiano']"
2310,Maddie & Tae,"['contemporary country', 'country', 'country pop']"
2311,Eric Land,"['forro', 'sertanejo pop']"
2312,Tito Nieves,"['latin', 'salsa', 'salsa puertorriquena', 'tropical']"
2313,Samuray,"['cumbia sonidera', 'grupera', 'gruperas inmortales', 'regional mexican']"
2314,HIXTAPE,['contemporary country']
2315,Miranda Lambert,"['contemporary country', 'country', 'country dawn', 'country road']"
2316,One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']"
2317,Douglas & Vinicius,['sertanejo pop']
2318,Mc Dricka,"['funk bh', 'funk carioca']"
2319,Headie One,['uk hip hop']
2320,Nino Freestyle,"['dominican pop', 'trap dominicano', 'trap latino']"
2321,Atomic Rose,['indie catracho']
2322,Escucha!,['cumbia villera']
2323,Joel Corry,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house', 'uk dance']"
2324,Sujeto Oro 24,['dominican pop']
2325,Money Man,"['atl trap', 'memphis hip hop', 'rap', 'southern hip hop', 'trap']"
2326,Cruz Santa,"['finnish hard rock', 'finnish metal', 'new wave of glam metal', 'sleaze rock']"
2327,BIN,"['indie folk', 'new americana', 'outlaw country', 'roots rock', 'texas country']"
2328,Glass Animals,"['gauze pop', 'indietronica', 'shiver pop']"
2329,NextYoungin,['viral rap']
2330,Tiago PZK,['trap argentino']
2331,Los Huayra,"['folclore salteno', 'folclore santiagueno', 'folklore argentino']"
2332,Ventura,"['dominican pop', 'latin', 'merengue', 'merengue tipico', 'musica tradicional dominicana', 'tropical']"
2333,Popcaan,"['dancehall', 'reggae fusion']"
2334,Yiyo Zarante,
2335,Leon Leiden,"['latin viral pop', 'mexican edm']"
2336,Jeeiph,"['trap latino', 'trap venezolano']"
2337,Estelares,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']"
2338,MC Rogerinho,['batidao romantico']
2339,Bárbara Labres,['funk carioca']
2340,MC Teteu,"['funk carioca', 'funk ostentacao', 'rave funk']"
2341,Ovi,"['corridos tumbados', 'nuevo regional mexicano', 'trap latino']"
2342,El Kid,['vbs']
2343,Claire Rosinkranz,['modern indie pop']
2344,Bruno Cabrera Dj,['rkt']
2345,Mc Lipi,"['funk carioca', 'funk consciente', 'funk ostentacao', 'funk paulista']"
2346,Chystemc,"['rap chileno', 'venezuelan hip hop']"
2347,Navigator,
2348,WhoHeem,['viral rap']
2349,Rei,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']"
2350,Papatinho,"['brazilian hip hop', 'funk carioca']"
2351,João Bosco e Gabriel,['sertanejo pop']
2352,DJ Matt D,"['funk carioca', 'funk consciente', 'funk ostentacao']"
2353,Lola Indigo,"['latin pop', 'spanish pop']"
2354,Omega,"['dominican pop', 'rap dominicano']"
2355,Cielo Torres,"['pop peruano', 'salsa peruana']"
2356,Cuatro Pesos de Propina,"['argentine rock', 'musica popular uruguaya', 'rock uruguayo']"
2357,Jorge Drexler,"['cantautor', 'latin afrobeat', 'latin alternative', 'latin rock', 'nueva cancion', 'rock en espanol']"
2358,salem ilese,"['alt z', 'modern indie pop', 'social media pop']"
2359,Sada Baby,"['detroit trap', 'scam rap', 'trap']"
2360,Fleetwood Mac,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
2361,Cochise,"['meme rap', 'plugg', 'vapor trap']"
2362,RBD,"['latin', 'latin pop', 'pop']"
2363,Vedo,"['pop r&b', 'r&b']"
2364,flora cash,"['indie pop', 'scandipop', 'swedish indie folk']"
2365,Logan Harris,
2366,Garotihnio,
2367,Ritt Momney,['bedroom pop']
2368,Conde do Forró,"['forro', 'forro de favela']"
2369,Imanbek,"['dance pop', 'edm', 'electro house', 'pop dance', 'slap house', 'tropical house']"
2370,Agrupación Marilyn,"['cumbia chilena', 'cumbia paraguaya', 'cumbia villera']"
2371,La Ross Maria,['dominican pop']
2372,Master KG,['south african house']
2373,Los Diablitos,"['musica popular colombiana', 'tropical', 'vallenato']"
2374,Kinneret,['weirdcore']
2375,Clairo,"['bedroom pop', 'pop']"
2376,Silvia Infantas Y Los Condores,
2377,Daniel Munoz,['cueca chilena']
2378,Los Charros De Lumaco,"['cumbia chilena', 'cumbia ranchera']"
2379,Jorge Yanez,
2380,Julianno Sosa,"['reggaeton flow', 'trap latino']"
2381,Los Jaivas,"['chilean indie', 'chilean rock', 'latin alternative', 'latin rock', 'musica andina', 'nueva cancion']"
2382,Los inquietos del vallenato,"['musica popular colombiana', 'vallenato']"
2383,Yailin la Mas Viral,['dembow']
2384,El Boke,
2385,Santa Fe Klan,['mexican hip hop']
2386,Los Elegantes de Jerez,"['huapango', 'norteno', 'nuevo regional mexicano']"
2387,Agua Marina,['cumbia peruana']
2388,Nathy Peluso,"['r&b en espanol', 'rap latina']"
2389,MC Ryan SP,"['funk carioca', 'funk ostentacao', 'funk paulista']"
2390,MC Rick,"['funk bh', 'funk carioca', 'funk ostentacao']"
2391,Giveon,"['pop', 'r&b']"
2392,Ak4:20,['trap latino']
2393,Frankie Ruiz,"['latin', 'salsa', 'salsa puertorriquena', 'tropical']"
2394,Roberto Roena Y Su Apollo Sound,"['latin jazz', 'salsa', 'salsa international', 'tropical']"
2395,Kevin Kaarl,['indie triste']
2396,Sergi,"['banda', 'corrido', 'norteno', 'regional mexican']"
2397,CORPSE,['viral rap']
2398,DDG,"['rap', 'trap']"
2399,Parker McCollum,"['contemporary country', 'texas country']"
2400,girl in red,"['bedroom pop', 'bubblegrunge', 'indie pop', 'norwegian indie', 'pop']"
2401,Adexe & Nau,['latin viral pop']
2402,Tarcísio do Acordeon,
2403,Chema Rivas,
2404,Balbi El Chamako,"['mambo chileno', 'reggaeton chileno', 'reggaeton flow', 'trap latino']"
2405,Ryan Castro,['trap colombiano']
2406,Adolescent's Orquesta,"['latin', 'salsa', 'salsa venezolana', 'tropical']"
2407,Gian,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']"
2408,Yung Bleu,"['alabama rap', 'pop r&b', 'r&b', 'trap']"
2409,Lil Eazzyy,['chicago rap']
2410,Fousheé,['indie r&b']
2411,Jameson Rodgers,"['contemporary country', 'country pop']"
2412,Nandx710,
2413,Mc Talibã,"['funk carioca', 'funk ostentacao', 'funk paulista']"
2414,CJ,['nyc rap']
2415,Octavian,"['afroswing', 'london rap', 'uk alternative hip hop', 'uk hip hop']"
2416,Nelly Furtado,"['canadian latin', 'canadian pop', 'dance pop', 'pop', 'pop rap']"
