,id,rank,song,date,artist,regioncode,songcode,streams
0,2020-12-18_1_us,1,Rockin' Around The Christmas Tree,2020-12-18,Brenda Lee,us,2EjXfH91m7f8HiJN1yQg97,"12,796,698"
1,2020-12-18_2_us,2,All I Want for Christmas Is You,2020-12-18,Mariah Carey,us,0bYg9bo50gSsH3LtXe2SQn,"11,853,295"
2,2020-12-18_3_us,3,Jingle Bell Rock,2020-12-18,Bobby Helms,us,7vQbuQcyTflfCIOu3Uzzya,"11,784,614"
3,2020-12-18_4_us,4,It's the Most Wonderful Time of the Year,2020-12-18,Andy Williams,us,1IcR6RlgvDczfvoWJSSY2A,"11,067,032"
4,2020-12-18_5_us,5,Last Christmas,2020-12-18,Wham!,us,2FRnf9qhLbvw8fu4IBXx78,"10,366,103"
5,2020-12-18_6_us,6,Santa Tell Me,2020-12-18,Ariana Grande,us,0lizgQ7Qw35od7CYaoMBZb,"10,044,856"
6,2020-12-18_7_us,7,It's Beginning to Look a Lot like Christmas,2020-12-18,Michael Bublé,us,0lLdorYw7lVrJydTINhWdI,"9,072,003"
7,2020-12-18_8_us,8,Underneath the Tree,2020-12-18,Kelly Clarkson,us,3nAp4IvdMPPWEH9uuXFFV5,"8,085,266"
8,2020-12-18_9_us,9,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),2020-12-18,Frank Sinatra,us,4kKdvXD0ez7jp1296JmAts,"7,548,477"
9,2020-12-18_10_us,10,A Holly Jolly Christmas - Single Version,2020-12-18,Burl Ives,us,77khP2fIVhSW23NwxrRluh,"7,517,216"
10,2020-12-18_11_us,11,Feliz Navidad,2020-12-18,José Feliciano,us,3qCeq0rWK67SoBDgFd2sId,"7,250,451"
11,2020-12-18_12_us,12,The Christmas Song (Merry Christmas To You),2020-12-18,Nat King Cole,us,4PS1e8f2LvuTFgUs1Cn3ON,"7,169,958"
12,2020-12-18_13_us,13,Let It Snow! Let It Snow! Let It Snow!,2020-12-18,Dean Martin,us,2uFaJJtFpPDc5Pa95XzTvg,"6,835,631"
13,2020-12-18_14_us,14,Sleigh Ride,2020-12-18,The Ronettes,us,7fUYUcWy853HS8YJn0b3Sr,"6,690,865"
14,2020-12-18_15_us,15,Mistletoe,2020-12-18,Justin Bieber,us,7xapw9Oy21WpfEcib2ErSA,"6,363,918"
15,2020-12-18_16_us,16,Holly Jolly Christmas,2020-12-18,Michael Bublé,us,6tjituizSxwSmBB5vtgHZE,"6,139,008"
16,2020-12-18_17_us,17,Wonderful Christmastime - Edited Version / Remastered 2011,2020-12-18,Paul McCartney,us,1SV1fxF65n9NhRHp3KlBuu,"6,128,293"
17,2020-12-18_18_us,18,willow,2020-12-18,Taylor Swift,us,3Uo7WG0vmLQ07WB4BDwy7D,"6,075,074"
18,2020-12-18_19_us,19,Do They Know It's Christmas? - 1984 Version,2020-12-18,Band Aid,us,0247StOpd3AkeBQzANX4Zf,"5,825,978"
19,2020-12-18_20_us,20,DÁKITI,2020-12-18,"Bad Bunny, Jhay Cortez",us,4MzXwWMhyBbmu6hOcLVD49,"5,686,271"
20,2020-12-18_21_us,21,34+35,2020-12-18,Ariana Grande,us,6Im9k8u9iIzKMrmV7BWtlF,"5,657,413"
21,2020-12-18_22_us,22,"Lemonade (feat. Gunna, Don Toliver & NAV)",2020-12-18,Internet Money,us,7hxHWCCAIIxFLCzvDgnQHX,"5,491,622"
22,2020-12-18_23_us,23,Mood (feat. iann dior),2020-12-18,24kGoldn,us,3tjFYV6RSFtuktYl3ZtYcq,"5,468,306"
23,2020-12-18_24_us,24,positions,2020-12-18,Ariana Grande,us,35mvY5S1H3J2QZyna3TFe0,"5,420,230"
24,2020-12-18_25_us,25,White Christmas,2020-12-18,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",us,4so0Wek9Ig1p6CRCHuINwW,"5,416,648"
25,2020-12-18_26_us,26,WITHOUT YOU,2020-12-18,The Kid LAROI,us,27OeeYzk6klgBh83TSvGMA,"5,050,981"
26,2020-12-18_27_us,27,Run Rudolph Run - Single Version,2020-12-18,Chuck Berry,us,2pnPe4pJtq7689i5ydzvJJ,"5,039,023"
27,2020-12-18_28_us,28,champagne problems,2020-12-18,Taylor Swift,us,0sY6ZUTh4yoctD8VIXz339,"5,017,062"
28,2020-12-18_29_us,29,Christmas (Baby Please Come Home),2020-12-18,Darlene Love,us,47ohYW8e7dxCYn9qbUMBCI,"5,015,100"
29,2020-12-18_30_us,30,Blue Christmas,2020-12-18,Elvis Presley,us,3QiAAp20rPC3dcAtKtMaqQ,"4,957,843"
30,2020-12-18_31_us,31,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),2020-12-18,"Perry Como, The Fontane Sisters",us,2pXpURmn6zC5ZYDMms6fwa,"4,922,427"
31,2020-12-18_32_us,32,Santa Claus Is Coming To Town,2020-12-18,The Jackson 5,us,6a1hzBiTkgqTsDA0Xgfh9z,"4,759,337"
32,2020-12-18_33_us,33,Whoopty,2020-12-18,CJ,us,5vGLcdRuSbUhD8ScwsGSdA,"4,725,456"
33,2020-12-18_34_us,34,Snowman,2020-12-18,Sia,us,7uoFMmxln0GPXQ0AcCBXRq,"4,664,041"
34,2020-12-18_35_us,35,Happy Xmas (War Is Over) - Remastered 2010,2020-12-18,"John Lennon, Yoko Ono",us,27RYrbL6S02LNVhDWVl38b,"4,551,457"
35,2020-12-18_36_us,36,HOLIDAY,2020-12-18,Lil Nas X,us,6zFMeegAMYQo0mt8rXtrli,"4,527,281"
36,2020-12-18_37_us,37,WAP (feat. Megan Thee Stallion),2020-12-18,Cardi B,us,4Oun2ylbjFKMPTiaSbbCih,"4,354,868"
37,2020-12-18_38_us,38,Body,2020-12-18,Megan Thee Stallion,us,0A1hoCfMLkiAgvhWkkucJa,"4,342,017"
38,2020-12-18_39_us,39,For The Night (feat. Lil Baby & DaBaby),2020-12-18,Pop Smoke,us,0PvFJmanyNQMseIFrU708S,"4,302,229"
39,2020-12-18_40_us,40,‘tis the damn season,2020-12-18,Taylor Swift,us,4GBkffrtA51p17JH35irGA,"4,188,332"
40,2020-12-18_41_us,41,Tequila Shots,2020-12-18,Kid Cudi,us,30KctD1WsHKTIYczXjip5a,"4,074,155"
41,2020-12-18_42_us,42,What You Know Bout Love,2020-12-18,Pop Smoke,us,1tkg4EHVoqnhR6iFEXb60y,"4,005,777"
42,2020-12-18_43_us,43,Therefore I Am,2020-12-18,Billie Eilish,us,54bFM56PmE4YLRnqpW6Tha,"3,967,617"
43,2020-12-18_44_us,44,Carol of the Bells,2020-12-18,"Mykola Dmytrovych Leontovych, John Williams",us,4tHqQMWSqmL6YjXwsqthDI,"3,946,866"
44,2020-12-18_45_us,45,"no body, no crime (feat. HAIM)",2020-12-18,Taylor Swift,us,6NriykdkRrjQMZo1sfVYUo,"3,924,164"
45,2020-12-18_46_us,46,gold rush,2020-12-18,Taylor Swift,us,5BK0uqwY9DNfZ630STAEaq,"3,905,962"
46,2020-12-18_47_us,47,"Baby, It's Cold Outside",2020-12-18,Dean Martin,us,4MrfQL4TYQXJBlZYpAHTuE,"3,859,838"
47,2020-12-18_48_us,48,Do You Hear What I Hear? - Remastered 2006,2020-12-18,Bing Crosby,us,35z5xJpu76nakf65i1BCMl,"3,851,320"
48,2020-12-18_49_us,49,Laugh Now Cry Later (feat. Lil Durk),2020-12-18,Drake,us,2SAqBLGA283SUiwJ3xOUVI,"3,839,540"
49,2020-12-18_50_us,50,Joy To The World,2020-12-18,Nat King Cole,us,1VuAamHM7P3VQQEXYGG3Uu,"3,830,563"
50,2020-12-18_51_us,51,O Tannenbaum,2020-12-18,Vince Guaraldi Trio,us,34rzJNfTd5e9s3TICFMPD0,"3,804,071"
51,2020-12-18_52_us,52,Blinding Lights,2020-12-18,The Weeknd,us,0VjIjW4GlUZAMYd2vXMi3b,"3,795,086"
52,2020-12-18_53_us,53,Santa Baby (with Henri René & His Orchestra),2020-12-18,"Eartha Kitt, Henri Rene & His Orchestra",us,1foCxQtxBweJtZmdxhEHVO,"3,714,120"
53,2020-12-18_54_us,54,Winter Wonderland - Remastered,2020-12-18,Bing Crosby,us,3pdQTWpq09XCBosbTtYIiZ,"3,702,082"
54,2020-12-18_55_us,55,I Saw Mommy Kissing Santa Claus,2020-12-18,The Jackson 5,us,3lkYS3iMpWMVpaJ0yJAFrJ,"3,654,046"
55,2020-12-18_56_us,56,ROCKSTAR (feat. Roddy Ricch),2020-12-18,DaBaby,us,7ytR5pFWmSjzHJIeQkgog4,"3,621,146"
56,2020-12-18_57_us,57,This Christmas,2020-12-18,Donny Hathaway,us,7MSYSOobsombc1mbDWFxtD,"3,538,061"
57,2020-12-18_58_us,58,Have Yourself A Merry Little Christmas,2020-12-18,Judy Garland,us,030mot3ZKR3oskfMsqDB2R,"3,526,813"
58,2020-12-18_59_us,59,Wishing Well,2020-12-18,Juice WRLD,us,2U5WueTLIK5WJLD7mvDODv,"3,507,030"
59,2020-12-18_60_us,60,Reminds Me Of You,2020-12-18,"Juice WRLD, The Kid LAROI",us,5YSHygGN9D0mID1NsVd5my,"3,482,991"
60,2020-12-18_61_us,61,Mistletoe And Holly - Remastered 1999,2020-12-18,Frank Sinatra,us,7faDzZnZYqTyYThx2sbHVQ,"3,443,450"
61,2020-12-18_62_us,62,Levitating (feat. DaBaby),2020-12-18,Dua Lipa,us,5nujrmhLynf4yMoMtj8AQF,"3,421,401"
62,2020-12-18_63_us,63,Little Saint Nick - 1991 Remix,2020-12-18,"The Beach Boys, Mark Linett, Sweet, Larry Walsh",us,5xlS0QkVrSH7ssEbBgBzbM,"3,366,708"
63,2020-12-18_64_us,64,Silver Bells,2020-12-18,Dean Martin,us,4QX5pZQpQTgVlkqfUTDim0,"3,343,629"
64,2020-12-18_65_us,65,tolerate it,2020-12-18,Taylor Swift,us,0PurA4JVJ8YQgSVopY8fn6,"3,314,719"
65,2020-12-18_66_us,66,Gnat,2020-12-18,Eminem,us,6cS9PmLky2NhLOhpIsUlow,"3,267,236"
66,2020-12-18_67_us,67,Way Out (feat. Big Sean),2020-12-18,Jack Harlow,us,57VeLYXrvNxe8Vs18K2M9W,"3,241,202"
67,2020-12-18_68_us,68,"Baby, It's Cold Outside (feat. Meghan Trainor)",2020-12-18,Brett Eldredge,us,5Q2P43CJra0uRAogjHyJDK,"3,233,042"
68,2020-12-18_69_us,69,Come & Go (with Marshmello),2020-12-18,Juice WRLD,us,2Y0wPrPQBrGhoLn14xRYCG,"3,201,526"
69,2020-12-18_70_us,70,Sweater Weather,2020-12-18,The Neighbourhood,us,2QjOHCTQ1Jl3zawyYOpxh6,"3,187,458"
70,2020-12-18_71_us,71,Show Out (with Skepta & Pop Smoke),2020-12-18,Kid Cudi,us,5CFJRZRq6sdKKtRwNPWbYv,"3,175,491"
71,2020-12-18_72_us,72,All Girls Are The Same,2020-12-18,Juice WRLD,us,4VXIryQMWpIdGgYR4TrjT1,"3,170,403"
72,2020-12-18_73_us,73,Tyler Herro,2020-12-18,Jack Harlow,us,3w1WjD2zJqjBjDz5fwqQPJ,"3,136,929"
73,2020-12-18_74_us,74,pov,2020-12-18,Ariana Grande,us,3UoULw70kMsiVXxW0L3A33,"3,083,684"
74,2020-12-18_75_us,75,Christmas (Baby Please Come Home),2020-12-18,Mariah Carey,us,3PIDciSFdrQxSQSihim3hN,"3,071,068"
75,2020-12-18_76_us,76,Blueberry Faygo,2020-12-18,Lil Mosey,us,22LAwLoDA5b4AaGSkg6bKW,"3,044,621"
76,2020-12-18_77_us,77,ivy,2020-12-18,Taylor Swift,us,19CSr8rwW05VJL2F91KFNK,"3,026,793"
77,2020-12-18_78_us,78,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",2020-12-18,Jack Harlow,us,0ZLuW8uOXdFNWcI40C0OC2,"2,989,592"
78,2020-12-18_79_us,79,happiness,2020-12-18,Taylor Swift,us,73YUReisjb3A9ActdLLjJQ,"2,982,705"
79,2020-12-18_80_us,80,The Box,2020-12-18,Roddy Ricch,us,0nbXyq5TXYPCO7pr3N8S4I,"2,977,183"
80,2020-12-18_81_us,81,Rudolph The Red-Nosed Reindeer,2020-12-18,Burl Ives,us,47otoIkhx3fkdivEXL5OB6,"2,947,868"
81,2020-12-18_82_us,82,Lucid Dreams,2020-12-18,Juice WRLD,us,285pBltuF7vW8TeWk8hdRR,"2,937,612"
82,2020-12-18_83_us,83,Christmas Time Is Here - Vocal,2020-12-18,Vince Guaraldi Trio,us,299lFlaAsNQdgbIZNPmIA0,"2,935,255"
83,2020-12-18_84_us,84,Santa Baby,2020-12-18,Kylie Minogue,us,2SBr3MK1sdMs8IxdRcN6qz,"2,922,823"
84,2020-12-18_85_us,85,Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version,2020-12-18,Gene Autry,us,25leEEaz1gIpp7o21Fqyjo,"2,918,624"
85,2020-12-18_86_us,86,Sleigh Ride,2020-12-18,Carpenters,us,07RmHXaYqBdUyfAESPZkRO,"2,913,105"
86,2020-12-18_87_us,87,Mele Kalikimaka - Single Version,2020-12-18,"Bing Crosby, The Andrews Sisters",us,1GQ3cCJMAhLqWARyVZWxnO,"2,866,984"
87,2020-12-18_88_us,88,Heather,2020-12-18,Conan Gray,us,4xqrdfXkTW4T0RauPLv3WA,"2,798,593"
88,2020-12-18_89_us,89,"Merry Christmas, Happy Holidays",2020-12-18,*NSYNC,us,15coTBAzEN1bOeipoNDZAR,"2,795,939"
89,2020-12-18_90_us,90,SO DONE,2020-12-18,The Kid LAROI,us,3qgPpwtuRu5oP8EtFSj8HE,"2,785,562"
90,2020-12-18_91_us,91,Robbery,2020-12-18,Juice WRLD,us,6Hj9jySrnFppAI0sEMCZpJ,"2,783,764"
91,2020-12-18_92_us,92,Monster (Shawn Mendes & Justin Bieber),2020-12-18,Shawn Mendes,us,1HbA4N1MiOsPthALesGFR1,"2,756,437"
92,2020-12-18_93_us,93,long story short,2020-12-18,Taylor Swift,us,0vVMlbdYx2080Oa9FndPZr,"2,741,277"
93,2020-12-18_94_us,94,you broke me first,2020-12-18,Tate McRae,us,45bE4HXI0AwGZXfZtMp8JR,"2,726,474"
94,2020-12-18_95_us,95,Driving Home for Christmas - 2019 Remaster,2020-12-18,Chris Rea,us,27qAMKrDdKEs8HDXcvR24R,"2,725,044"
95,2020-12-18_96_us,96,Forever After All,2020-12-18,Luke Combs,us,6IBcOGPsniK3Pso1wHIhew,"2,710,732"
96,2020-12-18_97_us,97,"You're A Mean One, Mr. Grinch - From Dr. Seuss' 'How The Grinch Stole Christmas'",2020-12-18,Thurl Ravenscroft,us,6Tof6kPUc2a17GKaKz4IXz,"2,681,475"
97,2020-12-18_98_us,98,Hello (feat. A Boogie Wit da Hoodie),2020-12-18,Pop Smoke,us,2r6OAV3WsYtXuXjvJ1lIDi,"2,678,263"
98,2020-12-18_99_us,99,coney island (feat. The National),2020-12-18,Taylor Swift,us,4tyX1rw9X309WkEdh2As4B,"2,666,106"
99,2020-12-18_100_us,100,Like It's Christmas,2020-12-18,Jonas Brothers,us,1OjmlSFuzYflWjSMTCyTJv,"2,651,241"
100,2020-12-18_101_us,101,my ex's best friend (with blackbear),2020-12-18,Machine Gun Kelly,us,7kDUspsoYfLkWnZR7qwHZl,"2,646,603"
101,2020-12-18_102_us,102,Lonely (with benny blanco),2020-12-18,Justin Bieber,us,4y4spB9m0Q6026KfkAvy9Q,"2,633,100"
102,2020-12-18_103_us,103,What Christmas Means To Me,2020-12-18,Stevie Wonder,us,3h1EREJfCwyv6cG7CGak5d,"2,599,182"
103,2020-12-18_104_us,104,Sunflower - Spider-Man: Into the Spider-Verse,2020-12-18,"Post Malone, Swae Lee",us,0RiRZpuVRbi7oqRdSMwhQY,"2,589,582"
104,2020-12-18_105_us,105,Runnin,2020-12-18,"21 Savage, Metro Boomin",us,5SWnsxjhdcEDc7LJjq9UHk,"2,583,459"
105,2020-12-18_106_us,106,dorothea,2020-12-18,Taylor Swift,us,3w9VRlKPvNxj40RdUGRweH,"2,581,299"
106,2020-12-18_107_us,107,You Make It Feel Like Christmas (feat. Blake Shelton),2020-12-18,Gwen Stefani,us,2OQ6a4CfUeYskpTTgyawyJ,"2,572,944"
107,2020-12-18_108_us,108,She Knows This,2020-12-18,Kid Cudi,us,1xzUQMiCoY5pdego0pHMeV,"2,569,852"
108,2020-12-18_109_us,109,evermore (feat. Bon Iver),2020-12-18,Taylor Swift,us,0AaV4MJrgmLV3XhoiWXjjb,"2,566,191"
109,2020-12-18_110_us,110,PRACTICE,2020-12-18,DaBaby,us,4Z5FyQlevoHoa5FsIVKZju,"2,529,836"
110,2020-12-18_111_us,111,Baby It's Cold Outside (duet with Michael Bublé),2020-12-18,Idina Menzel,us,0Ie5uiv54KgCr7P4sYDTHl,"2,526,880"
111,2020-12-18_112_us,112,Santa Baby,2020-12-18,"Ariana Grande, Liz Gillies",us,6YJdPrH3i2POzu7hdHIRrb,"2,525,246"
112,2020-12-18_113_us,113,LA NOCHE DE ANOCHE,2020-12-18,"Bad Bunny, ROSALÍA",us,2XIc1pqjXV3Cr2BQUGNBck,"2,519,513"
113,2020-12-18_114_us,114,Circles,2020-12-18,Post Malone,us,21jGcNKet2qwijlDFuPiPb,"2,477,494"
114,2020-12-18_115_us,115,Cool Yule,2020-12-18,"Louis Armstrong, The Commanders",us,6FZlvKQe2wMGBo3QUYauch,"2,475,096"
115,2020-12-18_116_us,116,Somebody’s Problem,2020-12-18,Morgan Wallen,us,0SErdEdRcVX1uJCf1eTGYH,"2,474,065"
116,2020-12-18_117_us,117,Cry Baby (feat. DaBaby),2020-12-18,Megan Thee Stallion,us,4aarlAfLKVCTxUDNgbwhjH,"2,462,821"
117,2020-12-18_118_us,118,cowboy like me,2020-12-18,Taylor Swift,us,1XjHRolIXL2M1EEOUsGGR4,"2,455,225"
118,2020-12-18_119_us,119,Put Your Records On,2020-12-18,Ritt Momney,us,6AGOKlMZWLCaEJGnaROtF9,"2,450,545"
119,2020-12-18_120_us,120,Martin & Gina,2020-12-18,Polo G,us,1VLtjHwRWOVJiE5Py7JxoQ,"2,439,019"
120,2020-12-18_121_us,121,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",2020-12-18,Bruce Springsteen,us,6s2wpWPFPAgKg2LXxi1Oee,"2,435,487"
121,2020-12-18_122_us,122,Prisoner (feat. Dua Lipa),2020-12-18,Miley Cyrus,us,2Oycxb8QbPkpHTo8ZrmG0B,"2,416,764"
122,2020-12-18_123_us,123,Amazing Grace,2020-12-18,"Andrew Andraos, Esprit Ange Andraos",us,71avPtayHSPwC2MUfRLOdC,"2,409,689"
123,2020-12-18_124_us,124,Holy (feat. Chance The Rapper),2020-12-18,Justin Bieber,us,5u1n1kITHCxxp8twBcZxWy,"2,395,808"
124,2020-12-18_125_us,125,Merry Christmas Darling - Remix,2020-12-18,Carpenters,us,0z5HSQGWgnjdNvwbOmhB2w,"2,377,213"
125,2020-12-18_126_us,126,Dynamite,2020-12-18,BTS,us,4saklk6nie3yiGePpBwUoc,"2,368,991"
126,2020-12-18_127_us,127,Godzilla (feat. Juice WRLD),2020-12-18,Eminem,us,7FIWs0pqAYbP91WWM0vlTQ,"2,367,917"
127,2020-12-18_128_us,128,The First Noel - Remastered 1999,2020-12-18,Frank Sinatra,us,6keKIzkXWdbwJWMBJQUwYl,"2,366,449"
128,2020-12-18_129_us,129,Watermelon Sugar,2020-12-18,Harry Styles,us,6UelLqGlWMcVH1E5c4H7lY,"2,356,397"
129,2020-12-18_130_us,130,Life Is Good (feat. Drake),2020-12-18,Future,us,1K5KBOgreBi5fkEHvg5ap3,"2,354,673"
130,2020-12-18_131_us,131,marjorie,2020-12-18,Taylor Swift,us,7vBNFh3NIZTj6tB5s1IBjE,"2,346,376"
131,2020-12-18_132_us,132,Mr. Right Now (feat. Drake),2020-12-18,"21 Savage, Metro Boomin",us,4Q34FP1AT7GEl9oLgNtiWj,"2,323,104"
132,2020-12-18_133_us,133,Under The Mistletoe,2020-12-18,"Kelly Clarkson, Brett Eldredge, Atlantic Holiday",us,2K4XbdyLxi9jhqVQeyUKRK,"2,317,109"
133,2020-12-18_134_us,134,Fairytale of New York (feat. Kirsty MacColl),2020-12-18,The Pogues,us,3VTNVsTTu05dmTsVFrmGpK,"2,311,566"
134,2020-12-18_135_us,135,Have Yourself A Merry Little Christmas,2020-12-18,Sam Smith,us,1Qi2wh8fFgDV7tl4Sj3f2K,"2,282,957"
135,2020-12-18_136_us,136,Sleigh Ride,2020-12-18,Ella Fitzgerald,us,4ukUoXLuFzMixyZyabSGc4,"2,260,325"
136,2020-12-18_137_us,137,Someone You Loved,2020-12-18,Lewis Capaldi,us,7qEHsqek33rTcFNT9PFqLf,"2,241,654"
137,2020-12-18_138_us,138,Take Me Home For Christmas,2020-12-18,Dan + Shay,us,72HP2M4jjw4t0AIGdEVGEF,"2,236,124"
138,2020-12-18_139_us,139,Step Into Christmas,2020-12-18,Elton John,us,6sBWmE23q6xQHlnEZ8jYPT,"2,227,802"
139,2020-12-18_140_us,140,Drankin N Smokin,2020-12-18,"Future, Lil Uzi Vert",us,0k7wmahjkn389wAZdz19Cv,"2,225,382"
140,2020-12-18_141_us,141,GO (feat. Juice WRLD),2020-12-18,The Kid LAROI,us,2rPHUAeUPbNgTmK18FPTiZ,"2,223,811"
141,2020-12-18_142_us,142,Frosty the Snowman,2020-12-18,The Ronettes,us,0OcpVNf7hnJBPbTFMSG7CI,"2,213,423"
142,2020-12-18_143_us,143,I'll Be Home For Christmas - Single Version,2020-12-18,Bing Crosby,us,5TZC5lW7nQDpaPkQlgtIdf,"2,210,610"
143,2020-12-18_144_us,144,Naughty List (with Dixie),2020-12-18,Liam Payne,us,2Y0ktCGrGoGcQFXsGztvhi,"2,205,991"
144,2020-12-18_145_us,145,Christmas Tree Farm,2020-12-18,Taylor Swift,us,2mvabkN1i2gLnGAPUVdwek,"2,196,381"
145,2020-12-18_146_us,146,On Me,2020-12-18,Lil Baby,us,4Iedi94TIaB2GGb1nMB68v,"2,191,428"
146,2020-12-18_147_us,147,Sofia,2020-12-18,Clairo,us,7B3z0ySL9Rr0XvZEAjWZzM,"2,181,365"
147,2020-12-18_148_us,148,Mood Swings (feat. Lil Tjay),2020-12-18,Pop Smoke,us,5rZlwNFl01HqLWBQGryKSm,"2,176,685"
148,2020-12-18_149_us,149,The Little Drummer Boy,2020-12-18,Bing Crosby,us,2zHu4GAsQIw2skGszWEMFY,"2,174,796"
149,2020-12-18_150_us,150,The Christmas Song (Shawn Mendes & Camila Cabello),2020-12-18,Shawn Mendes,us,66VenHDtrQAw7FCjyF2J56,"2,171,983"
150,2020-12-18_151_us,151,Daddy Issues,2020-12-18,The Neighbourhood,us,5E30LdtzQTGqRvNd7l6kG5,"2,166,819"
151,2020-12-18_152_us,152,Dreams - 2004 Remaster,2020-12-18,Fleetwood Mac,us,0ofHAoxe9vBkTCp2UQIavz,"2,127,264"
152,2020-12-18_153_us,153,Heat Waves,2020-12-18,Glass Animals,us,02MWAaffLxlfxAUY7c5dvx,"2,117,123"
153,2020-12-18_154_us,154,Moonwalking in Calabasas (feat. Blueface) - Remix,2020-12-18,DDG,us,7o4gBbTM6UBLkOYPw9xMCz,"2,112,636"
154,2020-12-18_155_us,155,I Need You Christmas,2020-12-18,Jonas Brothers,us,0viGbbEJ9xV6qNJsTaXruz,"2,107,557"
155,2020-12-18_156_us,156,closure,2020-12-18,Taylor Swift,us,3uayvzcbqFydIbgUeC6EJh,"2,107,467"
156,2020-12-18_157_us,157,Jocelyn Flores,2020-12-18,XXXTENTACION,us,7m9OqQk4RVRkw9JJdeAw96,"2,088,395"
157,2020-12-18_158_us,158,Amazing Grace (My Chains Are Gone),2020-12-18,Pentatonix,us,2eLPefNqdtcTN1pCEqlrWr,"2,086,780"
158,2020-12-18_159_us,159,Sleigh Ride,2020-12-18,Andy Williams,us,5ymVfeMK8cDew5vzntTuc7,"2,083,642"
159,2020-12-18_160_us,160,Bang!,2020-12-18,AJR,us,53BHUFdQphHiZUUG3nx9zn,"2,077,708"
160,2020-12-18_161_us,161,WHATS POPPIN,2020-12-18,Jack Harlow,us,1jaTQ3nqY3oAAYyCTbIvnM,"2,068,340"
161,2020-12-18_162_us,162,Please Come Home for Christmas - 2013 Remaster,2020-12-18,Eagles,us,3QIoEi8Enr9uHffwInGIsC,"2,061,769"
162,2020-12-18_163_us,163,Before You Go,2020-12-18,Lewis Capaldi,us,2gMXnyrvIjhVBUZwvLZDMP,"2,060,951"
163,2020-12-18_164_us,164,My Kind Of Present,2020-12-18,Meghan Trainor,us,2rkb8ijsPapKDMEh0cSe8I,"2,054,798"
164,2020-12-18_165_us,165,Wonder,2020-12-18,Shawn Mendes,us,6ZuahEctZD6w75peme58hm,"2,051,919"
165,2020-12-18_166_us,166,More Than My Hometown,2020-12-18,Morgan Wallen,us,0eBXyY4SatzpE7opnzgXvz,"2,043,891"
166,2020-12-18_167_us,167,goosebumps,2020-12-18,Travis Scott,us,6gBFPUFcJLzWGx4lenP6h2,"2,042,081"
167,2020-12-18_168_us,168,Took Her To The O,2020-12-18,King Von,us,7fEoXCZTZFosUFvFQg1BmW,"2,036,252"
168,2020-12-18_169_us,169,E-GIRLS ARE RUINING MY LIFE!,2020-12-18,"CORPSE, Savage Ga$p",us,7bCfHiRcfUjG0YVVNUL7Ve,"2,025,908"
169,2020-12-18_170_us,170,Daisy,2020-12-18,Ashnikko,us,0AUvWawuP0ibk4SQ3sIZjk,"2,022,256"
170,2020-12-18_171_us,171,It's Beginning To Look A Lot Like Christmas,2020-12-18,Bing Crosby,us,1uh1iaMqBdx4XyrXhssKGD,"2,011,564"
171,2020-12-18_172_us,172,Jingle Bell Rock - Daryl's Version,2020-12-18,Daryl Hall & John Oates,us,6pVW5LRWgeLaHudxauOTJU,"2,006,129"
172,2020-12-18_173_us,173,HIGHEST IN THE ROOM,2020-12-18,Travis Scott,us,3eekarcy7kvN4yt5ZFzltW,"1,993,987"
173,2020-12-18_174_us,174,Face Of My City (feat. Lil Baby),2020-12-18,Jack Harlow,us,6MDdceLYec4AxohmorE4vH,"1,991,475"
174,2020-12-18_175_us,175,7 Summers,2020-12-18,Morgan Wallen,us,0tbjiOUl4k492KPdWZS9sy,"1,991,447"
175,2020-12-18_176_us,176,Christmas Without You,2020-12-18,Ava Max,us,1QLZKzC2pjP4ySf4ALrNhm,"1,990,978"
176,2020-12-18_177_us,177,death bed (coffee for your head),2020-12-18,"Powfu, beabadoobee",us,7eJMfftS33KTjuF7lTsMCx,"1,986,827"
177,2020-12-18_178_us,178,Dead Man Walking,2020-12-18,Brent Faiyaz,us,5VlTQnZO89Ioku8ssdbqJk,"1,972,573"
178,2020-12-18_179_us,179,SLOW DANCING IN THE DARK,2020-12-18,Joji,us,0rKtyWc8bvkriBthvHKY8d,"1,969,005"
179,2020-12-18_180_us,180,Errbody,2020-12-18,Lil Baby,us,6eVxH9Kyanzrw636zJRPcw,"1,967,667"
180,2020-12-18_181_us,181,Another Day,2020-12-18,Kid Cudi,us,6myUpr3GDR80Dg3zqNTmmG,"1,963,443"
181,2020-12-18_182_us,182,Bandit (with YoungBoy Never Broke Again),2020-12-18,Juice WRLD,us,6Gg1gjgKi2AK4e0qzsR7sd,"1,953,482"
182,2020-12-18_183_us,183,Righteous,2020-12-18,Juice WRLD,us,5dOxHHMOFAbG3VH23t0xNm,"1,952,060"
183,2020-12-18_184_us,184,POPSTAR (feat. Drake),2020-12-18,DJ Khaled,us,6EDO9iiTtwNv6waLwa1UUq,"1,950,458"
